#ID b_B435 b_errB435 b_V606 b_errV606 b_I814 b_errI814 b_Y105 b_errY105 b_J125 b_errJ125 b_JH140 b_errJH140 b_H160 b_errH160 b_Ks b_errKs b_CH1 b_errCH1 b_CH2 b_errCH2 ZBEST field ID_original UID
105 0.03597 0.004877 0.03446 0.004556 0.02822 0.003249 0.02876 0.003808 0.04891 0.00539 0.06352 0.004745 0.07666 0.005861 0.06986 0.03622 -0.06521 0.2909 -0.01236 0.2387 2.240600109100342 0.0 1070.0 0_1070
106 0.2504 0.01135 0.2798 0.00979 0.2652 0.007116 0.4242 0.006191 0.5786 0.008493 0.6138 0.00761 0.6008 0.008191 0.7716 0.04907 1.008 0.1244 1.125 0.1167 1.7211999893188477 0.0 1118.0 0_1118
107 2.635 0.02561 3.209 0.02127 3.455 0.01491 4.707 0.01267 6.16 0.01811 6.313 0.01632 6.174 0.01301 7.894 0.04945 9.676 0.2823 10.6 0.2489 1.7450000047683716 0.0 1121.0 0_1121
108 0.7804 0.01316 0.7956 0.01044 0.9197 0.0074 1.375 0.006283 1.345 0.0089 1.251 0.007947 1.331 0.00743 1.338 0.04449 -67.0 -67.0 1.674 0.1231 1.3339999914169312 0.0 1123.0 0_1123
109 0.1092 0.01251 0.2913 0.01229 0.3446 0.008907 0.3914 0.00562 0.4196 0.007851 0.4411 0.007205 0.654 0.008735 1.295 0.06498 -67.0 -67.0 -67.0 -67.0 3.190000057220459 0.0 1138.0 0_1138
110 0.1579 0.009437 0.2051 0.008803 0.238 0.006327 0.37 0.005555 0.5781 0.007707 0.6812 0.006969 0.7347 0.00667 0.9231 0.04058 1.203 0.3612 1.348 0.2618 1.9594999551773071 0.0 1145.0 0_1145
111 0.1905 0.01518 0.2072 0.01366 0.2321 0.01008 0.3707 0.008997 0.627 0.01217 0.7238 0.01095 0.7653 0.01167 0.9279 0.05908 1.593 0.1409 1.718 0.1295 1.923200011253357 0.0 1185.0 0_1185
112 0.02903 0.005468 0.03301 0.004891 0.02984 0.003583 0.05888 0.00311 0.06753 0.004224 0.0779 0.003793 0.07659 0.004218 0.113 0.03748 0.007456 0.1488 0.1076 0.117 1.583799958229065 0.0 1208.0 0_1208
113 -0.003666 0.006952 0.159 0.007158 0.3099 0.005218 0.2786 0.004467 0.2503 0.006104 0.2445 0.005494 0.2468 0.005905 0.5049 0.04212 -67.0 -67.0 0.4278 0.1125 4.191999912261963 0.0 1219.0 0_1219
114 0.01669 0.01208 0.2386 0.01144 0.4165 0.008408 0.5787 0.007077 0.737 0.009809 0.7485 0.008796 1.015 0.008446 1.174 0.05627 -0.09546 1.382 -0.1603 0.8524 0.34850001335144043 0.0 1243.0 0_1243
115 0.1714 0.01581 0.2298 0.01529 0.2764 0.01099 0.2908 0.01013 0.3854 0.01395 0.4618 0.01245 0.5654 0.01789 0.6774 0.06385 0.8329 0.1437 0.7592 0.1353 2.404400110244751 0.0 1248.0 0_1248
116 0.05284 0.006564 0.1427 0.005891 0.1833 0.00436 0.1648 0.005191 0.1726 0.007232 0.1838 0.006453 0.1948 0.007298 0.3473 0.03276 -67.0 -67.0 -67.0 -67.0 3.377000093460083 0.0 1263.0 0_1263
117 0.002468 0.00841 0.04815 0.007984 0.09008 0.005929 0.1099 0.005088 0.1201 0.006903 0.15 0.006206 0.1424 0.0072 0.2095 0.04334 0.5193 0.2446 0.6259 0.1776 3.680000066757202 0.0 1299.0 0_1299
118 0.0925 0.006397 0.1454 0.005394 0.1291 0.003915 0.1238 0.003303 0.1209 0.004537 0.145 0.004068 0.1706 0.004492 0.1873 0.03285 0.171 0.179 0.1562 0.1472 2.7669999599456787 0.0 1326.0 0_1326
119 0.03976 0.005454 0.03406 0.004824 0.05391 0.003541 0.08731 0.003018 0.09354 0.00412 0.09212 0.003709 0.09926 0.004152 0.1439 0.04096 0.08143 0.1315 0.05886 0.1185 1.2135000228881836 0.0 1335.0 0_1335
120 0.05561 0.008591 0.0663 0.007827 0.07366 0.005739 0.1545 0.005029 0.2163 0.006954 0.2576 0.006178 0.2787 0.005951 0.3391 0.03634 0.1923 0.2823 0.2113 0.1935 1.6495000123977661 0.0 1340.0 0_1340
121 0.2346 0.01117 0.3267 0.009624 0.3862 0.007063 0.568 0.006117 0.9392 0.00848 1.157 0.007711 1.206 0.006413 1.509 0.03752 1.71 0.12 1.791 0.1072 2.0250000953674316 0.0 1347.0 0_1347
122 0.01099 0.004124 0.02001 0.004041 0.01751 0.002835 0.04384 0.002536 0.05247 0.003474 0.06489 0.003107 0.06148 0.003671 0.1751 0.03679 0.1834 0.1467 0.1474 0.1389 1.565000057220459 0.0 1350.0 0_1350
123 0.003996 0.005171 0.01925 0.005147 0.04911 0.003732 0.04932 0.003288 0.07118 0.004476 0.08633 0.004035 0.101 0.004696 0.2874 0.03635 -67.0 -67.0 -67.0 -67.0 3.515500068664551 0.0 1353.0 0_1353
124 0.1088 0.009905 0.1131 0.009513 0.1766 0.006973 0.3165 0.006362 0.3373 0.008695 0.3325 0.007815 0.3788 0.008838 0.5899 0.05319 0.5011 0.1127 0.493 0.1095 1.225000023841858 0.0 1359.0 0_1359
125 0.2994 0.009878 0.5328 0.00885 0.5552 0.006233 0.4752 0.0053 0.4483 0.007319 0.4443 0.006544 0.5118 0.006489 0.8007 0.03813 0.5571 0.1216 0.6547 0.1186 3.1431000232696533 0.0 1363.0 0_1363
126 0.1367 0.007654 0.2644 0.007093 0.2842 0.004967 0.2473 0.004256 0.2328 0.005827 0.2673 0.005248 0.2702 0.00585 0.6234 0.03998 -67.0 -67.0 -67.0 -67.0 3.241499900817871 0.0 1364.0 0_1364
127 0.27 0.01335 0.3486 0.01183 0.3273 0.008573 0.4791 0.007262 0.6953 0.01 0.7796 0.009025 0.7933 0.009708 1.037 0.06223 1.238 0.224 1.257 0.1852 1.8614000082015991 0.0 1375.0 0_1375
128 0.02667 0.005152 0.0324 0.004596 0.03197 0.003408 0.02952 0.003146 0.03856 0.004187 0.06295 0.003833 0.07271 0.004368 0.1088 0.03721 -0.03863 0.1991 -0.0008335 0.186 2.4744999408721924 0.0 1388.0 0_1388
129 0.2993 0.01033 0.3543 0.008448 0.3047 0.006075 0.2743 0.005187 0.2911 0.006962 0.311 0.006241 0.2884 0.00742 0.4375 0.04671 0.385 0.1159 0.4613 0.1093 2.2697999477386475 0.0 1422.0 0_1422
130 0.08008 0.006703 0.08526 0.00611 0.09862 0.00434 0.09344 0.00381 0.1226 0.005195 0.1331 0.004671 0.1519 0.005264 0.3287 0.0441 0.1609 0.1074 0.07872 0.1038 2.3564999103546143 0.0 1452.0 0_1452
131 0.1448 0.008605 0.1614 0.007882 0.1615 0.005649 0.2174 0.005015 0.3092 0.006902 0.3564 0.006218 0.3788 0.007053 0.492 0.043 0.3374 0.136 0.3108 0.1278 2.0162999629974365 0.0 1460.0 0_1460
132 0.07608 0.007555 0.1321 0.007195 0.1433 0.005176 0.1379 0.004613 0.1726 0.006361 0.2044 0.00569 0.2214 0.005409 0.2204 0.03707 0.02197 0.1872 -0.1196 0.1903 2.4100000858306885 0.0 1465.0 0_1465
133 0.008246 0.01025 0.07535 0.009606 0.225 0.006884 0.2434 0.006102 0.2854 0.008295 0.3331 0.007473 0.3315 0.01299 0.6438 0.06011 0.127 0.5584 0.02964 0.351 4.234000205993652 0.0 1471.0 0_1471
134 0.0009839 0.007128 0.01495 0.006675 0.03938 0.004969 0.07457 0.006017 0.08416 0.00829 0.08961 0.007386 0.09195 0.006711 0.004961 0.03472 -67.0 -67.0 -67.0 -67.0 1.090000033378601 0.0 1498.0 0_1498
135 0.05878 0.007035 0.1108 0.00674 0.1171 0.004824 0.1139 0.004179 0.1154 0.005665 0.1287 0.005092 0.1751 0.005697 0.2668 0.04312 0.1284 0.1165 0.148 0.1135 3.006999969482422 0.0 1520.0 0_1520
136 0.2372 0.01569 0.2745 0.0151 0.3872 0.01098 0.7433 0.009759 0.7527 0.01333 0.8049 0.01195 0.9641 0.01573 1.167 0.06581 1.283 0.2023 1.265 0.194 1.315000057220459 0.0 1536.0 0_1536
137 0.9059 0.01715 1.14 0.01385 1.656 0.01025 2.77 0.008387 3.007 0.01207 3.317 0.01095 3.639 0.009007 4.383 0.0488 4.506 0.3368 4.711 0.2832 1.3480000495910645 0.0 1548.0 0_1548
138 0.01148 0.006941 0.02664 0.006848 0.06589 0.005022 0.06816 0.004405 0.05927 0.005979 0.06662 0.005341 0.07945 0.009043 0.246 0.04669 0.1122 0.1484 0.02577 0.1394 4.107999801635742 0.0 1549.0 0_1549
139 0.929 0.01541 1.013 0.01228 1.289 0.008697 2.169 0.007288 2.295 0.01046 2.427 0.009464 2.641 0.0072 3.28 0.04094 4.027 0.1541 4.067 0.133 1.3700000047683716 0.0 1552.0 0_1552
140 0.01361 0.0096 0.3857 0.009985 0.9125 0.007376 0.9412 0.006088 0.9589 0.008686 1.001 0.007826 0.9332 0.007139 0.9126 0.04982 -67.0 -67.0 -67.0 -67.0 4.30049991607666 0.0 1562.0 0_1562
141 0.03971 0.005797 0.04339 0.005154 0.05611 0.003836 0.08767 0.005439 0.1287 0.007442 0.173 0.006682 0.2193 0.009255 0.1499 0.03224 0.0225 0.1593 -0.002623 0.1492 2.203000068664551 0.0 1573.0 0_1573
142 0.003124 0.004546 0.01515 0.00428 0.05877 0.003213 0.07388 0.002763 0.07713 0.003731 0.07243 0.003341 0.06877 0.003779 0.1403 0.03753 0.2871 0.1187 0.198 0.11 4.8429999351501465 0.0 1601.0 0_1601
143 0.04131 0.008586 0.1874 0.00855 0.3445 0.006195 0.4068 0.00531 0.4433 0.007365 0.4846 0.006621 0.4988 0.006549 0.826 0.04517 0.4092 0.1352 0.1938 0.1265 0.3190000057220459 0.0 1615.0 0_1615
144 0.2377 0.01401 0.6424 0.01368 0.8007 0.009978 0.7815 0.01232 0.9159 0.0171 0.971 0.01556 1.298 0.0389 1.738 0.05878 2.058 0.1565 2.051 0.1473 3.106800079345703 0.0 1638.0 0_1638
145 0.1302 0.007838 0.1362 0.007071 0.18 0.005025 0.3165 0.004527 0.3418 0.006263 0.3611 0.005702 0.372 0.005669 0.515 0.04138 0.573 0.1169 0.5448 0.1116 1.340000033378601 0.0 1647.0 0_1647
146 0.08032 0.006929 0.0777 0.006038 0.06562 0.004382 0.08612 0.003708 0.1103 0.005051 0.1287 0.004546 0.1335 0.005198 0.03104 0.0438 -67.0 -67.0 -67.0 -67.0 1.968999981880188 0.0 1660.0 0_1660
147 0.3984 0.01272 0.6802 0.01099 0.7056 0.007795 0.7195 0.01072 0.9036 0.01611 0.8303 0.0148 1.064 0.03225 1.09 0.03745 1.327 0.1757 1.336 0.1553 2.694499969482422 0.0 1667.0 0_1667
148 1.593 0.02081 1.855 0.01732 2.795 0.01236 5.018 0.01055 5.589 0.01539 6.184 0.014 6.506 0.01154 7.966 0.06458 -67.0 -67.0 -67.0 -67.0 1.2395000457763672 0.0 1668.0 0_1668
149 0.02165 0.01473 0.1934 0.01447 0.3765 0.01016 0.4405 0.006407 0.5249 0.008854 0.5459 0.007974 0.4934 0.008444 0.7094 0.05182 -67.0 -67.0 -67.0 -67.0 0.3199999928474426 0.0 1678.0 0_1678
150 0.01448 0.005171 0.01494 0.004778 0.03184 0.003564 0.06461 0.003083 0.07232 0.004227 0.09516 0.003788 0.09856 0.004424 0.1659 0.03448 0.1593 0.1868 0.1672 0.1759 1.162500023841858 0.0 1694.0 0_1694
151 0.01469 0.006517 0.06451 0.006445 0.1264 0.004631 0.1507 0.004027 0.1713 0.005482 0.1792 0.004952 0.181 0.005425 0.3056 0.04306 0.3618 0.1163 0.2733 0.1106 3.6846001148223877 0.0 1698.0 0_1698
152 0.08622 0.006414 0.09517 0.005455 0.1017 0.004025 0.1249 0.003458 0.1633 0.004706 0.1964 0.004258 0.2061 0.004335 0.2141 0.03291 0.4797 0.1207 0.5786 0.1112 2.069999933242798 0.0 1700.0 0_1700
153 0.004668 0.0108 0.03604 0.01021 0.04873 0.00756 0.1419 0.00657 0.3623 0.008971 0.6644 0.008177 0.9191 0.007643 1.78 0.04274 2.822 0.1954 3.273 0.1842 2.318700075149536 0.0 1702.0 0_1702
154 0.03236 0.01569 0.4107 0.01541 0.8523 0.01091 1.018 0.008387 1.144 0.01157 1.199 0.01041 1.234 0.01101 2.079 0.06233 0.8558 0.5006 0.5618 0.4138 3.893199920654297 0.0 1704.0 0_1704
155 0.007956 0.006941 0.09752 0.006929 0.1654 0.004923 0.1965 0.004256 0.2172 0.005839 0.2261 0.005254 0.2384 0.005705 0.4586 0.04343 -67.0 -67.0 -67.0 -67.0 3.700000047683716 0.0 1710.0 0_1710
156 0.1158 0.007097 0.1099 0.005943 0.1279 0.004312 0.2032 0.003636 0.2083 0.005027 0.218 0.00452 0.2114 0.004834 0.2701 0.03811 -67.0 -67.0 -67.0 -67.0 1.3346999883651733 0.0 1719.0 0_1719
157 0.9399 0.01859 0.9712 0.01622 1.248 0.01167 2.08 0.0101 2.195 0.01411 2.25 0.01271 2.236 0.01203 2.444 0.06414 2.988 0.2738 2.774 0.2449 1.3650000095367432 0.0 1734.0 0_1734
158 0.02294 0.005138 0.03181 0.004974 0.02609 0.003512 0.03006 0.003121 0.04983 0.004245 0.07137 0.003843 0.07579 0.004575 0.05087 0.04095 -67.0 -67.0 0.1674 0.1898 2.2100000381469727 0.0 1735.0 0_1735
159 0.009205 0.003968 0.01606 0.00398 0.01317 0.002867 0.01495 0.003505 0.02364 0.004811 0.03156 0.00433 0.04186 0.008414 0.0738 0.03457 0.3847 0.1061 0.3835 0.09926 3.0738000869750977 0.0 1752.0 0_1752
160 0.05232 0.01438 0.4041 0.01427 0.8515 0.01021 0.9828 0.007549 1.109 0.01054 1.202 0.009454 1.25 0.009858 2.112 0.05784 0.6665 0.7398 0.5739 0.593 3.688499927520752 0.0 1757.0 0_1757
161 0.01464 0.004535 0.02543 0.004313 0.03095 0.003154 0.02961 0.002693 0.03419 0.003614 0.03704 0.003247 0.05294 0.003715 0.08508 0.03641 0.3393 0.1147 0.3736 0.1082 3.1549999713897705 0.0 1758.0 0_1758
162 0.03843 0.008896 0.07284 0.008615 0.1112 0.005967 0.116 0.003829 0.1165 0.005238 0.1305 0.004697 0.1231 0.005295 0.3053 0.04505 0.1906 0.2083 0.132 0.1904 3.5239999294281006 0.0 1761.0 0_1761
163 0.0111 0.00824 0.02589 0.008237 0.01791 0.005626 0.05052 0.003593 0.06762 0.00487 0.07777 0.004375 0.06262 0.004928 0.1378 0.04722 -67.0 -67.0 -67.0 -67.0 1.5989999771118164 0.0 1775.0 0_1775
164 0.04287 0.007104 0.06817 0.00653 0.0826 0.00484 0.1152 0.004082 0.1724 0.005597 0.1971 0.005042 0.1981 0.005259 0.2989 0.03686 -67.0 -67.0 0.3095 0.1004 1.892300009727478 0.0 1784.0 0_1784
165 0.2739 0.009224 0.2784 0.007837 0.3322 0.005561 0.4228 0.004729 0.3461 0.006516 0.4163 0.005891 0.4168 0.0058 0.4925 0.04144 -67.0 -67.0 -67.0 -67.0 1.1460000276565552 0.0 1813.0 0_1813
166 0.06749 0.007965 0.09989 0.007155 0.09276 0.005289 0.1076 0.006898 0.2077 0.009469 0.2762 0.008362 0.3449 0.009976 0.3596 0.03313 0.3626 0.1446 0.3776 0.1399 2.2744998931884766 0.0 1815.0 0_1815
167 0.01653 0.01244 0.1639 0.01207 0.3853 0.008743 0.521 0.007493 0.6093 0.01027 0.6769 0.009232 0.7322 0.01004 1.246 0.05512 0.1841 0.4168 0.09269 0.3001 0.6740000247955322 0.0 1824.0 0_1824
168 0.01237 0.005052 0.0193 0.004862 0.01635 0.003475 0.01598 0.002989 0.02152 0.004049 0.03311 0.003627 0.04394 0.004015 0.1122 0.04277 -67.0 -67.0 0.03967 0.1445 2.7302000522613525 0.0 1829.0 0_1829
169 0.1036 0.007983 0.1046 0.007284 0.1116 0.00523 0.1756 0.004578 0.1799 0.006273 0.153 0.005625 0.1704 0.005789 0.1177 0.0426 -67.0 -67.0 -67.0 -67.0 1.3585000038146973 0.0 1831.0 0_1831
170 0.02758 0.01032 0.4636 0.01076 0.7668 0.007908 0.7962 0.008102 0.7406 0.01116 0.7256 0.01047 0.8012 0.01056 1.092 0.04406 1.388 0.144 1.587 0.1345 3.9630000591278076 0.0 1837.0 0_1837
171 0.01717 0.009161 0.04985 0.008584 0.07438 0.006264 0.09551 0.003772 0.1052 0.005133 0.1024 0.004609 0.113 0.005166 0.2256 0.04247 -67.0 -67.0 -67.0 -67.0 3.5250000953674316 0.0 1846.0 0_1846
172 0.3186 0.0147 0.3471 0.01339 0.3368 0.00932 0.5773 0.007348 0.6923 0.01009 0.7179 0.00907 0.6662 0.00989 0.7839 0.05675 0.6572 0.1843 0.4847 0.1689 1.6150000095367432 0.0 1866.0 0_1866
173 0.2176 0.0122 0.2222 0.009876 0.1959 0.007031 0.2613 0.004394 0.303 0.006099 0.3003 0.005482 0.2373 0.0059 0.2797 0.03931 -67.0 -67.0 -67.0 -67.0 1.594499945640564 0.0 1882.0 0_1882
174 0.007288 0.004151 0.0101 0.003851 0.009208 0.002875 0.01277 0.002487 0.01927 0.003391 0.03197 0.003023 0.03774 0.003316 0.03626 0.03298 -0.1316 0.153 -0.1663 0.1344 2.358599901199341 0.0 1889.0 0_1889
175 0.02354 0.008437 0.1162 0.008224 0.1965 0.005905 0.2836 0.005073 0.3059 0.006919 0.32 0.006243 0.339 0.006669 0.4972 0.04327 0.3984 0.2098 0.4487 0.1718 0.26499998569488525 0.0 1895.0 0_1895
176 0.1487 0.00694 0.1718 0.005524 0.1644 0.004059 0.1436 0.003424 0.14 0.004656 0.1755 0.004196 0.1895 0.004349 0.2033 0.03271 0.1844 0.1076 0.1748 0.09968 2.607300043106079 0.0 1896.0 0_1896
177 0.0586 0.005713 0.05027 0.00517 0.04025 0.003613 0.04761 0.003183 0.07592 0.004342 0.0863 0.003912 0.08541 0.004516 0.1776 0.04409 0.2749 0.2833 0.4295 0.2364 2.046799898147583 0.0 1897.0 0_1897
178 0.294 0.01074 0.2989 0.009239 0.3592 0.006594 0.6555 0.005576 0.6597 0.007758 0.657 0.006978 0.6978 0.006589 0.7841 0.04302 0.8281 0.2025 0.6436 0.2029 1.3565000295639038 0.0 1922.0 0_1922
179 0.04934 0.006881 0.04878 0.006467 0.04959 0.004672 0.08629 0.004058 0.117 0.005523 0.1336 0.00497 0.1462 0.007136 0.249 0.04143 0.2104 0.1682 0.3044 0.1557 1.6956000328063965 0.0 1923.0 0_1923
180 0.09111 0.008337 0.0771 0.007843 0.1008 0.005767 0.2019 0.005048 0.226 0.006899 0.2243 0.006195 0.2314 0.006823 0.275 0.04411 -67.0 -67.0 -67.0 -67.0 1.4244999885559082 0.0 1928.0 0_1928
181 0.06431 0.006291 0.08026 0.005486 0.07858 0.004059 0.1116 0.003489 0.1393 0.004794 0.1419 0.00429 0.1315 0.0048 0.1876 0.03416 0.2653 0.1632 0.3107 0.1463 1.69760000705719 0.0 1947.0 0_1947
182 0.02659 0.004957 0.03361 0.004795 0.02959 0.003555 0.03808 0.003117 0.05909 0.004259 0.06849 0.003832 0.06811 0.004281 0.08367 0.03796 0.01551 0.1116 0.09173 0.1036 2.0399999618530273 0.0 1952.0 0_1952
183 -0.0003907 0.006914 0.04194 0.006924 0.09467 0.004991 0.09045 0.004381 0.1044 0.005954 0.09786 0.005331 0.1049 0.006365 0.2695 0.04489 -0.5419 0.7396 -0.307 0.5024 4.088699817657471 0.0 1954.0 0_1954
184 0.02283 0.004825 0.0296 0.004603 0.02984 0.0033 0.06542 0.002923 0.08236 0.004026 0.08519 0.003598 0.08537 0.003594 0.01126 0.03159 -67.0 -67.0 -67.0 -67.0 1.622499942779541 0.0 1962.0 0_1962
185 0.03178 0.007751 0.0421 0.007603 0.06555 0.005375 0.1626 0.004725 0.2094 0.006471 0.2332 0.005799 0.2447 0.006505 0.373 0.04849 -67.0 -67.0 0.3785 0.1116 1.4240000247955322 0.0 1963.0 0_1963
186 -0.005811 0.005339 0.03085 0.005262 0.05522 0.0038 0.06377 0.003205 0.06749 0.004313 0.08161 0.00394 0.07865 0.004506 0.1778 0.0388 0.3167 0.205 0.266 0.1582 3.8299999237060547 0.0 1973.0 0_1973
187 0.09341 0.006884 0.1066 0.005984 0.1212 0.004444 0.2113 0.003747 0.287 0.005228 0.2933 0.004685 0.2671 0.00474 0.3845 0.03401 0.2316 0.1296 0.3059 0.1187 1.6375000476837158 0.0 1974.0 0_1974
188 0.2731 0.009347 0.2647 0.007678 0.2667 0.005416 0.3123 0.004669 0.3568 0.006464 0.4317 0.005854 0.4047 0.005489 0.3593 0.03991 -67.0 -67.0 -67.0 -67.0 1.8600000143051147 0.0 1978.0 0_1978
189 0.4848 0.01315 0.4993 0.01152 0.6652 0.008331 1.061 0.007293 1.124 0.01019 1.109 0.009128 1.178 0.009117 1.326 0.05345 1.004 0.1777 1.021 0.1569 1.3650000095367432 0.0 1981.0 0_1981
190 0.3307 0.01133 0.339 0.009845 0.329 0.006959 0.473 0.006099 0.6308 0.008512 0.6705 0.007647 0.6855 0.007028 0.8552 0.04557 0.6742 0.3697 0.7803 0.3316 1.8320000171661377 0.0 1992.0 0_1992
191 0.1542 0.01005 0.3499 0.009499 0.4324 0.006767 0.4191 0.005887 0.475 0.008076 0.571 0.007389 0.7756 0.006 0.9578 0.04463 2.701 1.192 2.359 0.7993 2.9170000553131104 0.0 1993.0 0_1993
192 0.03294 0.007251 0.05758 0.006962 0.05199 0.00499 0.1278 0.004249 0.1448 0.005794 0.1508 0.005206 0.154 0.005765 0.1961 0.04472 0.5039 0.1501 0.3663 0.1263 1.4850000143051147 0.0 1997.0 0_1997
193 0.05979 0.01152 0.2897 0.01159 0.4246 0.008221 0.5368 0.004953 0.5909 0.006921 0.6189 0.006258 0.6852 0.005669 0.8226 0.03803 1.008 0.3743 0.5856 0.2519 0.2904999852180481 0.0 2000.0 0_2000
194 0.1605 0.008653 0.1745 0.007814 0.1773 0.005568 0.23 0.004885 0.3049 0.006681 0.3391 0.006009 0.3636 0.006446 0.4515 0.04773 -67.0 -67.0 0.6361 0.1111 1.9479999542236328 0.0 2006.0 0_2006
195 0.01976 0.00696 0.01384 0.006821 0.03394 0.004927 0.06429 0.004374 0.1254 0.005987 0.1468 0.005371 0.1353 0.006431 0.2379 0.04663 -67.0 -67.0 0.3703 0.2351 1.899999976158142 0.0 2018.0 0_2018
196 0.2539 0.008468 0.235 0.007235 0.2359 0.005262 0.2931 0.004542 0.3779 0.006304 0.4319 0.005698 0.4189 0.005566 0.4746 0.0375 0.498 0.1238 0.5638 0.1169 1.8911000490188599 0.0 2021.0 0_2021
197 0.09914 0.006138 0.09385 0.005433 0.08678 0.003988 0.0886 0.003443 0.1126 0.004724 0.1406 0.004268 0.1402 0.004585 0.1917 0.03771 -67.0 -67.0 0.1052 0.1043 2.1449999809265137 0.0 2024.0 0_2024
198 0.03748 0.00639 0.07826 0.006162 0.08376 0.00442 0.08169 0.003922 0.08558 0.005309 0.09709 0.004749 0.1297 0.005478 0.2774 0.0454 0.1816 0.3978 0.1499 0.3633 3.1317999362945557 0.0 2044.0 0_2044
199 0.1068 0.01109 0.1471 0.01076 0.1639 0.007829 0.1848 0.006909 0.2489 0.009383 0.2681 0.008446 0.4095 0.01001 0.4647 0.05535 -0.01335 0.6882 0.276 0.4721 2.555000066757202 0.0 2055.0 0_2055
200 0.04517 0.007084 0.1593 0.007015 0.2196 0.005219 0.2084 0.004538 0.2175 0.006204 0.2295 0.005563 0.2477 0.006247 0.5136 0.04017 0.6097 0.1259 0.5387 0.1162 3.488600015640259 0.0 2063.0 0_2063
201 0.1209 0.006793 0.1386 0.00614 0.1366 0.00448 0.1837 0.003916 0.2404 0.005428 0.2477 0.004881 0.2217 0.005274 0.3222 0.03945 -67.0 -67.0 0.3861 0.1236 1.7633999586105347 0.0 2073.0 0_2073
202 0.03944 0.005859 0.04227 0.00564 0.04089 0.004062 0.05568 0.003564 0.09371 0.004869 0.1208 0.004393 0.1197 0.004914 0.1916 0.04054 0.06286 0.3069 0.1166 0.2212 2.064500093460083 0.0 2085.0 0_2085
203 0.3209 0.01193 0.3265 0.01053 0.349 0.007601 0.5549 0.006584 0.5577 0.009105 0.5916 0.008173 0.5528 0.007829 0.595 0.04835 -67.0 -67.0 -67.0 -67.0 1.3940999507904053 0.0 2087.0 0_2087
204 0.03015 0.005842 0.04731 0.005286 0.04993 0.00395 0.04438 0.00342 0.05784 0.004642 0.06913 0.00416 0.08281 0.004428 0.1402 0.03205 -67.0 -67.0 -67.0 -67.0 2.532900094985962 0.0 2091.0 0_2091
205 0.02358 0.008947 0.01762 0.008608 0.02414 0.006254 0.03407 0.005595 0.02966 0.007569 0.05426 0.006814 0.06503 0.008061 0.1604 0.04236 -0.113 0.3941 -0.1172 0.2662 2.5264999866485596 0.0 2092.0 0_2092
206 0.02278 0.006427 0.09719 0.00666 0.1702 0.004788 0.2238 0.004132 0.2615 0.005735 0.2797 0.005146 0.3265 0.004479 0.6828 0.03641 -1.231 1.6 -0.6273 1.249 3.4375998973846436 0.0 2096.0 0_2096
207 0.0592 0.007054 0.1128 0.006248 0.1438 0.004709 0.1611 0.004008 0.2177 0.005504 0.2806 0.004968 0.3024 0.005085 0.4707 0.03164 0.457 0.1409 0.4816 0.1304 2.3376998901367188 0.0 2098.0 0_2098
208 0.02212 0.0063 0.03079 0.005727 0.04665 0.004336 0.09254 0.003688 0.1082 0.005016 0.1085 0.004487 0.1215 0.004994 0.08263 0.03275 -67.0 -67.0 0.03308 0.2089 1.3135000467300415 0.0 2099.0 0_2099
209 0.05334 0.005948 0.04862 0.00552 0.05346 0.003965 0.07189 0.003473 0.1236 0.004765 0.1356 0.004284 0.1344 0.004708 0.1714 0.0382 0.1113 0.2017 0.2029 0.1454 1.9850000143051147 0.0 2104.0 0_2104
210 0.1549 0.008537 0.2372 0.007824 0.2476 0.005613 0.2499 0.004747 0.3381 0.006554 0.4014 0.005896 0.4186 0.0059 0.6565 0.03691 0.4315 0.2322 0.3991 0.2119 2.427000045776367 0.0 2110.0 0_2110
211 0.01917 0.005108 0.02173 0.004649 0.02233 0.003474 0.02528 0.003009 0.03919 0.004068 0.04853 0.003647 0.05766 0.004139 0.08006 0.03266 0.181 0.1179 0.04223 0.1118 2.250499963760376 0.0 2118.0 0_2118
212 0.6366 0.01632 1.23 0.01525 1.544 0.01135 1.72 0.009568 2.117 0.01341 2.651 0.0122 2.877 0.01302 3.237 0.06436 3.976 0.374 4.512 0.3516 2.618000030517578 0.0 2121.0 0_2121
213 0.03846 0.008582 0.06651 0.008521 0.08868 0.006424 0.09536 0.005656 0.1236 0.007679 0.164 0.006879 0.2293 0.01372 0.2843 0.05909 0.2449 0.2264 0.3167 0.1909 2.6594998836517334 0.0 2130.0 0_2130
214 0.03452 0.007931 0.09048 0.007961 0.1016 0.005903 0.1718 0.005188 0.2697 0.007181 0.4405 0.006463 0.6145 0.006063 0.9149 0.03842 1.386 0.1215 1.535 0.1091 2.497299909591675 0.0 2139.0 0_2139
215 0.5171 0.01311 0.4911 0.01136 0.5917 0.00821 1.053 0.007167 1.263 0.01009 1.311 0.009044 1.35 0.008594 1.546 0.04751 1.832 0.3171 1.927 0.238 1.4865000247955322 0.0 2140.0 0_2140
216 0.05247 0.005777 0.05393 0.005476 0.04206 0.004046 0.04997 0.003498 0.05941 0.004753 0.07242 0.004272 0.09464 0.005224 0.133 0.03929 -67.0 -67.0 -0.1063 0.1156 2.356100082397461 0.0 2142.0 0_2142
